job_id,job_title,company,city,state,location,country,remote_option,post_date,application_deadline,experience_level,employment_type,industry,min_salary,max_salary,salary_avg,required_skills,certifications_required,cloud_platform,job_description,job_availability_status,job_function,currency,job_post_age_days,job_posted_range,state_avg_salary
JD-684,Site Reliability Engineer,Reed-Wallace,Atlanta,GA,"Atlanta, GA",USA,Remote,1/23/2025,3/9/2025,Mid-level,Full-time,Telecommunications,115809,135500,125654,"['Python', 'AWS EC2', 'CI/CD', 'Kubernetes', 'Docker', 'Azure DevOps', 'GCP', 'CloudFormation']","['AWS Certified Solutions Architect', 'Google Professional Cloud Architect']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,78,Older than 30 Days,158840.08
JD-685,Cloud Data Engineer,Carter Inc,San Diego,CA,"San Diego, CA",USA,Hybrid,3/14/2025,4/26/2025,Mid-level,Contract,Education,117235,129802,123518,"['Terraform', 'AWS EC2', 'Python', 'CI/CD', 'Linux']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Security,USD,28,Posted in Last 30 Days,158378.38
JD-686,Google Cloud Platform Engineer,Conley PLC,Portland,OR,"Portland, OR",USA,On-site,1/13/2025,3/10/2025,Senior,Contract,Healthcare,202738,301561,252149,"['GCP', 'CloudFormation', 'Terraform', 'Azure DevOps', 'Python', 'CI/CD']",['Google Professional Cloud Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,88,Older than 30 Days,166068.75
JD-687,Cloud Infrastructure Engineer,Jenkins-Cooper,Miami,FL,"Miami, FL",USA,On-site,3/14/2025,4/8/2025,Senior,Contract,Education,208917,284177,246547,"['GCP', 'Terraform', 'Linux', 'CI/CD', 'Kubernetes', 'Python', 'Azure DevOps']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,28,Posted in Last 30 Days,164545.78
JD-688,AWS Cloud Engineer,Tucker-Wade,Nashville,TN,"Nashville, TN",USA,Hybrid,3/14/2025,4/16/2025,Senior,Contract,Education,240051,261139,250595,"['Kubernetes', 'AWS EC2', 'GCP', 'Linux', 'Azure DevOps']",['Google Professional Cloud Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,28,Posted in Last 30 Days,162482.82
JD-689,Site Reliability Engineer,"Wallace, Torres and Anderson",Phoenix,AZ,"Phoenix, AZ",USA,Remote,3/3/2025,4/25/2025,Senior,Full-time,Telecommunications,224993,350644,287818,"['Linux', 'CloudFormation', 'Azure DevOps', 'CI/CD', 'AWS EC2']","['Terraform Associate', 'Google Professional Cloud Architect']",Azure,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,39,Older than 30 Days,172578.9
JD-690,Cloud Infrastructure Engineer,Jackson-Green,Chicago,IL,"Chicago, IL",USA,Hybrid,3/28/2025,5/3/2025,Senior,Contract,Healthcare,165675,210471,188073,"['Azure DevOps', 'GCP', 'CloudFormation', 'Terraform', 'AWS EC2', 'Docker', 'Kubernetes']",['Google Professional Cloud Architect'],GCP,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Architecture,USD,14,Posted in Last 30 Days,159980.67
JD-691,DevOps Engineer,Arellano-Carrillo,Boston,MA,"Boston, MA",USA,Remote,2/27/2025,3/15/2025,Entry-level,Contract,Finance,65997,94519,80258,"['Docker', 'Terraform', 'Kubernetes', 'GCP', 'CI/CD', 'Azure DevOps', 'AWS EC2']",['AWS Certified Solutions Architect'],GCP,"We are looking for a DevOps Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,43,Older than 30 Days,157901.38
JD-692,Cloud Infrastructure Engineer,Gomez Group,Miami,FL,"Miami, FL",USA,Remote,1/15/2025,2/26/2025,Mid-level,Contract,E-commerce,98118,132660,115389,"['CI/CD', 'Azure DevOps', 'Kubernetes', 'Terraform', 'Linux']",['AWS Certified Solutions Architect'],Azure,"We are looking for a Cloud Infrastructure Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,86,Older than 30 Days,164545.78
JD-693,Cloud Data Engineer,"Glass, Joseph and Mitchell",Portland,OR,"Portland, OR",USA,On-site,1/27/2025,2/19/2025,Senior,Contract,E-commerce,240081,256551,248316,"['GCP', 'Python', 'CloudFormation', 'Terraform', 'Azure DevOps', 'Docker', 'CI/CD', 'Linux']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,74,Older than 30 Days,166068.75
JD-694,Google Cloud Platform Engineer,"Schwartz, Estrada and Hernandez",Salt Lake City,UT,"Salt Lake City, UT",USA,On-site,1/28/2025,3/5/2025,Senior,Full-time,Telecommunications,154107,172665,163386,"['Docker', 'AWS EC2', 'Python', 'Linux', 'CI/CD', 'Terraform', 'CloudFormation']",['Google Professional Cloud Architect'],GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,73,Older than 30 Days,160070.32
JD-695,AWS Cloud Engineer,Williams LLC,Salt Lake City,UT,"Salt Lake City, UT",USA,Remote,2/3/2025,3/10/2025,Senior,Full-time,Telecommunications,140515,216198,178356,"['CI/CD', 'Python', 'Terraform', 'Docker', 'CloudFormation', 'Linux']",['AWS Certified Solutions Architect'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,67,Older than 30 Days,160070.32
JD-696,Cloud Data Engineer,Alexander LLC,Austin,TX,"Austin, TX",USA,On-site,3/7/2025,4/9/2025,Senior,Full-time,Finance,154527,203206,178866,"['CI/CD', 'Python', 'Terraform', 'AWS EC2', 'Kubernetes', 'GCP', 'CloudFormation']","['Terraform Associate', 'Google Professional Cloud Architect']",GCP,"We are looking for a Cloud Data Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,35,Older than 30 Days,171058.7
JD-697,Site Reliability Engineer,Hart Inc,Atlanta,GA,"Atlanta, GA",USA,On-site,1/28/2025,3/27/2025,Entry-level,Full-time,E-commerce,56178,92874,74526,"['Python', 'Kubernetes', 'CloudFormation', 'CI/CD', 'GCP', 'AWS EC2']",['Microsoft Azure Fundamentals'],GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,73,Older than 30 Days,158840.08
JD-698,Azure DevOps Specialist,Spence-Hernandez,Nashville,TN,"Nashville, TN",USA,Hybrid,3/16/2025,5/15/2025,Senior,Contract,Telecommunications,135914,182536,159225,"['Azure DevOps', 'Terraform', 'CI/CD', 'GCP', 'AWS EC2']",['Google Professional Cloud Architect'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,26,Posted in Last 30 Days,162482.82
JD-699,Google Cloud Platform Engineer,"Cantrell, Ferguson and Martinez",San Francisco,CA,"San Francisco, CA",USA,Hybrid,2/23/2025,3/26/2025,Senior,Full-time,Finance,161355,210831,186093,"['Python', 'Docker', 'CloudFormation', 'GCP', 'AWS EC2']","['AWS Certified Solutions Architect', 'Terraform Associate']",GCP,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,47,Older than 30 Days,158378.38
JD-700,AWS Cloud Engineer,Velazquez-Mack,Atlanta,GA,"Atlanta, GA",USA,Hybrid,1/13/2025,3/1/2025,Mid-level,Contract,Finance,98584,147248,122916,"['GCP', 'Kubernetes', 'Docker', 'Azure DevOps', 'Linux', 'CI/CD', 'CloudFormation']",['Terraform Associate'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,88,Older than 30 Days,158840.08
JD-701,Google Cloud Platform Engineer,Moore-Cordova,Las Vegas,NV,"Las Vegas, NV",USA,Remote,2/24/2025,3/19/2025,Mid-level,Full-time,Finance,99514,147849,123681,"['Kubernetes', 'Python', 'Terraform', 'AWS EC2', 'CloudFormation']",['Microsoft Azure Fundamentals'],AWS,"We are looking for a Google Cloud Platform Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Operations,USD,46,Older than 30 Days,169535.59
JD-702,Cloud Security Engineer,"Rivera, Thornton and Wells",Nashville,TN,"Nashville, TN",USA,Remote,3/5/2025,3/30/2025,Senior,Full-time,Telecommunications,166731,173252,169991,"['Azure DevOps', 'CloudFormation', 'Kubernetes', 'Linux', 'Docker']","['Google Professional Cloud Architect', 'Microsoft Azure Fundamentals']",Azure,"We are looking for a Cloud Security Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,37,Older than 30 Days,162482.82
JD-703,AWS Cloud Engineer,"Estrada, Marsh and Chandler",Detroit,MI,"Detroit, MI",USA,On-site,2/8/2025,3/8/2025,Mid-level,Full-time,E-commerce,92297,142977,117637,"['CI/CD', 'AWS EC2', 'Docker', 'Terraform', 'GCP', 'Kubernetes']",['Terraform Associate'],GCP,"We are looking for a AWS Cloud Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Engineering,USD,62,Older than 30 Days,171648.94
JD-704,Site Reliability Engineer,Morgan-Rodriguez,Las Vegas,NV,"Las Vegas, NV",USA,Hybrid,4/10/2025,6/8/2025,Entry-level,Full-time,Healthcare,50371,88132,69251,"['CloudFormation', 'Kubernetes', 'GCP', 'Python', 'Terraform']","['AWS Certified Solutions Architect', 'Terraform Associate']",GCP,"We are looking for a Site Reliability Engineer to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Active,Engineering,USD,1,Posted in Last 5 Days,169535.59
JD-705,Azure DevOps Specialist,Taylor PLC,Phoenix,AZ,"Phoenix, AZ",USA,On-site,2/26/2025,4/5/2025,Senior,Full-time,E-commerce,147268,209825,178546,"['Terraform', 'GCP', 'Kubernetes', 'Python', 'Linux', 'Docker', 'CI/CD', 'Azure DevOps']",['Terraform Associate'],GCP,"We are looking for a Azure DevOps Specialist to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Architecture,USD,44,Older than 30 Days,172578.9
JD-706,Cloud Solutions Architect,Johnson-Williamson,Miami,FL,"Miami, FL",USA,Hybrid,1/22/2025,3/2/2025,Mid-level,Contract,Finance,92465,148050,120257,"['Kubernetes', 'AWS EC2', 'Terraform', 'Azure DevOps', 'CloudFormation', 'Docker']",['AWS Certified Solutions Architect'],GCP,"We are looking for a Cloud Solutions Architect to join our growing cloud infrastructure team. You will be responsible for designing, deploying, and maintaining scalable, secure cloud solutions. You will work closely with DevOps, security, and engineering teams to streamline cloud operations. ",Expired,Security,USD,79,Older than 30 Days,164545.78
