job-id,title,company,location,posted_date,description,requirements,salary_range,source,employment_type,experience_level,application_deadline,remote_option,company_size,industry,benefits,skills_preferred,job_status,application_url,company_website,posted_by,last_updated,keywords,work_hours,timezone,contact_email
JD-341,AWS Cloud Developer,NextGen IT,"New York, NY",1/24/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$116367 - $131648,Company Website,Part-time,Senior,3/22/25,Remote,437 employees,Cybersecurity,"['401(k) matching', 'Paid time off']","['Kubernetes expertise', 'Experience with CI/CD pipelines']",Open,https://www.nextgenit.com/careers/JD1341,https://www.nextgenit.com,Christopher Trevino,2/20/25,"['Azure', 'Docker', 'ECS', 'DevOps', 'EKS', 'Java']",40 hours/week,MST,careers@nextgenit.com
JD-342,DevOps Engineer,InnovateTech,"New York, NY",1/24/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$82455 - $143928,Company Website,Contract,Mid-level,4/15/25,On-site,709 employees,Information Technology,"['Remote work option', 'Health insurance', 'Paid time off']","['Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.innovatetech.com/careers/JD1342,https://www.innovatetech.com,Lindsay Branch,2/20/25,"['AWS', 'Java', 'EKS', 'GCP']",40 hours/week,PST,careers@innovatetech.com
JD-343,Cloud Security Analyst,SkyHigh Systems,"New York, NY",2/19/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$97570 - $129107,Indeed,Contract,Senior,3/3/25,On-site,228 employees,Information Technology,"['Paid time off', '401(k) matching', 'Professional development stipend', 'Health insurance']","['Kubernetes expertise', 'Understanding of serverless architecture', 'Knowledge of Terraform']",Open,https://www.skyhighsystems.com/careers/JD1343,https://www.skyhighsystems.com,Darren Carter,2/17/25,"['Docker', 'AWS', 'Cloud Developer', 'Python', 'DevOps', 'Java']",40 hours/week,PST,careers@skyhighsystems.com
JD-344,Cloud Security Analyst,NextGen IT,"Chicago, IL",2/1/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$106595 - $92968,Indeed,Contract,Mid-level,3/27/25,Remote,376 employees,Cybersecurity,"['Remote work option', 'Health insurance', 'Professional development stipend']",['Experience with CI/CD pipelines'],Open,https://www.nextgenit.com/careers/JD1344,https://www.nextgenit.com,Lisa Davis,2/16/25,"['EKS', 'Docker', 'Azure', 'Java', 'ECS']",40 hours/week,EST,careers@nextgenit.com
JD-345,Cloud Security Analyst,InnovateTech,"San Francisco, CA",2/3/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$129504 - $96898,LinkedIn,Contract,Senior,3/13/25,Remote,741 employees,Cloud Computing,"['Remote work option', 'Health insurance', 'Paid time off', '401(k) matching']",['Experience with CI/CD pipelines'],Open,https://www.innovatetech.com/careers/JD1345,https://www.innovatetech.com,Lindsay Hester,2/15/25,"['DevOps', 'AWS', 'Java', 'Python']",40 hours/week,EST,careers@innovatetech.com
JD-346,Cloud Security Analyst,NextGen IT,"Seattle, WA",2/18/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$92585 - $112553,Company Website,Contract,Entry-level,4/11/25,Remote,735 employees,Cybersecurity,"['Health insurance', 'Remote work option', '401(k) matching', 'Paid time off']","['Understanding of serverless architecture', 'Kubernetes expertise', 'Experience with CI/CD pipelines']",Open,https://www.nextgenit.com/careers/JD1346,https://www.nextgenit.com,Amy Newman,2/16/25,"['Python', 'Docker', 'Cloud Developer']",40 hours/week,MST,careers@nextgenit.com
JD-347,DevOps Engineer,TechSolutions Inc.,"New York, NY",1/29/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$126865 - $158582,Company Website,Full-time,Mid-level,4/11/25,On-site,503 employees,Cloud Computing,"['Health insurance', 'Paid time off']","['Experience with CI/CD pipelines', 'Kubernetes expertise', 'Understanding of serverless architecture']",Open,https://www.techsolutionsinc..com/careers/JD1347,https://www.techsolutionsinc..com,Katherine Murphy MD,2/15/25,"['EKS', 'Python', 'Java']",40 hours/week,EST,careers@techsolutionsinc..com
JD-348,DevOps Engineer,InnovateTech,"Austin, TX",2/21/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$102017 - $108585,Indeed,Full-time,Entry-level,4/1/25,Hybrid,743 employees,Cloud Computing,"['401(k) matching', 'Remote work option', 'Health insurance']","['Kubernetes expertise', 'Knowledge of Terraform']",Open,https://www.innovatetech.com/careers/JD1348,https://www.innovatetech.com,Todd Aguirre,2/14/25,"['DevOps', 'GCP', 'Docker', 'Cloud Developer', 'AWS', 'ECS']",40 hours/week,PST,careers@innovatetech.com
JD-349,AWS Cloud Developer,NextGen IT,"San Francisco, CA",2/11/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$80051 - $101696,Indeed,Part-time,Mid-level,4/2/25,On-site,402 employees,Cloud Computing,"['Paid time off', 'Remote work option', '401(k) matching']","['Kubernetes expertise', 'Knowledge of Terraform', 'Experience with CI/CD pipelines']",Open,https://www.nextgenit.com/careers/JD1349,https://www.nextgenit.com,Lisa Wright,2/13/25,"['GCP', 'AWS', 'EKS', 'Azure']",40 hours/week,PST,careers@nextgenit.com
JD-350,GCP Cloud Architect,TechSolutions Inc.,"Austin, TX",2/4/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$83264 - $120456,LinkedIn,Part-time,Senior,4/11/25,Hybrid,493 employees,Software Development,"['Paid time off', '401(k) matching']","['Kubernetes expertise', 'Understanding of serverless architecture']",Open,https://www.techsolutionsinc..com/careers/JD1350,https://www.techsolutionsinc..com,Natalie Bates,2/22/25,"['EKS', 'GCP', 'Cloud Developer', 'AWS']",40 hours/week,MST,careers@techsolutionsinc..com
JD-351,Azure Cloud Engineer,InnovateTech,"New York, NY",1/25/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$109171 - $153643,LinkedIn,Part-time,Senior,4/10/25,Hybrid,501 employees,Software Development,"['Remote work option', '401(k) matching']","['Understanding of serverless architecture', 'Kubernetes expertise']",Open,https://www.innovatetech.com/careers/JD1351,https://www.innovatetech.com,Joshua Vega,2/13/25,"['Java', 'Cloud Developer', 'EKS', 'DevOps', 'GCP', 'Azure']",40 hours/week,EST,careers@innovatetech.com
JD-352,Cloud Security Analyst,TechSolutions Inc.,"Austin, TX",2/5/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$105084 - $144506,LinkedIn,Contract,Mid-level,3/8/25,On-site,388 employees,Software Development,"['Paid time off', '401(k) matching', 'Professional development stipend', 'Health insurance']",['Understanding of serverless architecture'],Open,https://www.techsolutionsinc..com/careers/JD1352,https://www.techsolutionsinc..com,Michael Anderson,2/13/25,"['DevOps', 'Docker', 'GCP', 'Cloud Developer', 'Azure', 'EKS']",40 hours/week,MST,careers@techsolutionsinc..com
JD-353,DevOps Engineer,CloudXperts,"San Francisco, CA",2/15/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$128110 - $124810,LinkedIn,Internship,Senior,2/26/25,On-site,437 employees,Cloud Computing,"['Remote work option', 'Health insurance']","['Knowledge of Terraform', 'Understanding of serverless architecture']",Open,https://www.cloudxperts.com/careers/JD1353,https://www.cloudxperts.com,Monica Hogan,2/13/25,"['DevOps', 'GCP', 'ECS']",40 hours/week,CST,careers@cloudxperts.com
JD-354,Cloud Security Analyst,InnovateTech,"Chicago, IL",2/12/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['2+ years of experience with cloud platforms', 'Proficiency in Go', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$116943 - $142511,Indeed,Contract,Senior,4/10/25,Hybrid,837 employees,Software Development,"['Paid time off', 'Professional development stipend', 'Health insurance']","['Kubernetes expertise', 'Experience with CI/CD pipelines']",Open,https://www.innovatetech.com/careers/JD1354,https://www.innovatetech.com,Jose Goodman,2/18/25,"['ECS', 'EKS', 'Docker']",40 hours/week,CST,careers@innovatetech.com
JD-355,GCP Cloud Architect,CloudXperts,"Austin, TX",2/17/25,Design and implement cloud solutions using GCP. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$82741 - $132776,LinkedIn,Full-time,Mid-level,4/16/25,On-site,321 employees,Information Technology,"['Paid time off', '401(k) matching']",['Understanding of serverless architecture'],Open,https://www.cloudxperts.com/careers/JD1355,https://www.cloudxperts.com,Joanna Valencia,2/13/25,"['EKS', 'Cloud Developer', 'Python']",40 hours/week,MST,careers@cloudxperts.com
JD-356,DevOps Engineer,NextGen IT,"New York, NY",2/9/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$89521 - $156527,LinkedIn,Full-time,Senior,4/11/25,Remote,617 employees,Software Development,"['Paid time off', '401(k) matching', 'Remote work option']","['Knowledge of Terraform', 'Understanding of serverless architecture', 'Kubernetes expertise']",Open,https://www.nextgenit.com/careers/JD1356,https://www.nextgenit.com,David Meza,2/15/25,"['GCP', 'Java', 'Azure', 'AWS', 'EKS']",40 hours/week,MST,careers@nextgenit.com
JD-357,DevOps Engineer,InnovateTech,"New York, NY",1/27/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in Java', 'Knowledge of Ansible', 'Familiarity with agile methodologies']",$94864 - $130907,LinkedIn,Internship,Senior,4/13/25,Hybrid,147 employees,Information Technology,"['Professional development stipend', 'Paid time off']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines']",Open,https://www.innovatetech.com/careers/JD1357,https://www.innovatetech.com,Kelly Sloan,2/16/25,"['EKS', 'Python', 'GCP', 'AWS', 'Docker', 'Java']",40 hours/week,MST,careers@innovatetech.com
JD-358,DevOps Engineer,InnovateTech,"New York, NY",1/29/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['5+ years of experience with cloud platforms', 'Proficiency in Python', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$101885 - $126926,Company Website,Part-time,Mid-level,4/16/25,Remote,478 employees,Information Technology,"['Remote work option', '401(k) matching', 'Paid time off']","['Experience with CI/CD pipelines', 'Understanding of serverless architecture', 'Kubernetes expertise']",Open,https://www.innovatetech.com/careers/JD1358,https://www.innovatetech.com,Sandra Ramirez DVM,2/13/25,"['Java', 'EKS', 'ECS', 'DevOps']",40 hours/week,EST,careers@innovatetech.com
JD-359,Azure Cloud Engineer,SkyHigh Systems,"New York, NY",2/3/25,Design and implement cloud solutions using AWS. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Docker', 'Familiarity with agile methodologies']",$120487 - $110914,LinkedIn,Internship,Entry-level,4/9/25,On-site,224 employees,Information Technology,"['Health insurance', '401(k) matching', 'Professional development stipend', 'Remote work option']",['Experience with CI/CD pipelines'],Open,https://www.skyhighsystems.com/careers/JD1359,https://www.skyhighsystems.com,Curtis Clark,2/20/25,"['EKS', 'Python', 'Java']",40 hours/week,EST,careers@skyhighsystems.com
JD-360,AWS Cloud Developer,TechSolutions Inc.,"Seattle, WA",2/1/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['7+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$118207 - $92385,Indeed,Internship,Entry-level,2/24/25,Hybrid,172 employees,Cybersecurity,"['Remote work option', 'Professional development stipend', '401(k) matching', 'Health insurance']","['Understanding of serverless architecture', 'Experience with CI/CD pipelines', 'Kubernetes expertise']",Open,https://www.techsolutionsinc..com/careers/JD1360,https://www.techsolutionsinc..com,Tracey Diaz,2/17/25,"['Docker', 'Python', 'DevOps', 'EKS', 'Azure']",40 hours/week,CST,careers@techsolutionsinc..com
JD-361,Cloud Security Analyst,SkyHigh Systems,"Seattle, WA",1/28/25,Design and implement cloud solutions using Azure. Work with modern DevOps and cloud automation tools.,"['3+ years of experience with cloud platforms', 'Proficiency in C#', 'Knowledge of Kubernetes', 'Familiarity with agile methodologies']",$87230 - $123784,Company Website,Contract,Entry-level,3/29/25,Remote,828 employees,Software Development,"['Remote work option', 'Health insurance', '401(k) matching', 'Paid time off']",['Knowledge of Terraform'],Open,https://www.skyhighsystems.com/careers/JD1361,https://www.skyhighsystems.com,Holly Krause,2/13/25,"['ECS', 'Cloud Developer', 'EKS', 'Docker', 'DevOps']",40 hours/week,CST,careers@skyhighsystems.com
